event_time,user_id,user_session,event_type,product_id,category_id,category_code,brand,price,user_city,user_country,traffic_source,device,os,browser
1/3/2024 4:00,user_2,session_52,cart,prod_12,cat_2,appliances.kitchen,BrandB,76,Marseille,France,google,desktop,iOS,Chrome
1/3/2024 5:00,user_3,session_53,purchase,prod_13,cat_3,clothing.men,BrandC,81.5,Toulouse,France,facebook,tablet,Android,Firefox
1/3/2024 6:00,user_4,session_54,view,prod_14,cat_4,electronics.smartphone,BrandA,87,Nice,France,direct,mobile,Windows,Safari
1/3/2024 7:00,user_5,session_55,cart,prod_15,cat_0,appliances.kitchen,BrandB,92.5,Paris,France,email,desktop,macOS,Edge
1/3/2024 8:00,user_6,session_56,purchase,prod_16,cat_1,clothing.men,BrandC,98,Lyon,France,google,tablet,iOS,Chrome
1/3/2024 9:00,user_7,session_57,view,prod_17,cat_2,electronics.smartphone,BrandA,103.5,Marseille,France,facebook,mobile,Android,Firefox
1/3/2024 10:00,user_8,session_58,cart,prod_18,cat_3,appliances.kitchen,BrandB,109,Toulouse,France,direct,desktop,Windows,Safari
1/3/2024 11:00,user_9,session_59,purchase,prod_19,cat_4,clothing.men,BrandC,114.5,Nice,France,email,tablet,macOS,Edge
1/3/2024 12:00,user_10,session_60,view,prod_0,cat_0,electronics.smartphone,BrandA,10,Paris,France,google,mobile,iOS,Chrome
1/3/2024 13:00,user_11,session_61,cart,prod_1,cat_1,appliances.kitchen,BrandB,15.5,Lyon,France,facebook,desktop,Android,Firefox
1/3/2024 14:00,user_12,session_62,purchase,prod_2,cat_2,clothing.men,BrandC,21,Marseille,France,direct,tablet,Windows,Safari
1/3/2024 15:00,user_13,session_63,view,prod_3,cat_3,electronics.smartphone,BrandA,26.5,Toulouse,France,email,mobile,macOS,Edge
1/3/2024 16:00,user_14,session_64,cart,prod_4,cat_4,appliances.kitchen,BrandB,32,Nice,France,google,desktop,iOS,Chrome
1/3/2024 17:00,user_15,session_65,purchase,prod_5,cat_0,clothing.men,BrandC,37.5,Paris,France,facebook,tablet,Android,Firefox
1/3/2024 18:00,user_16,session_66,view,prod_6,cat_1,electronics.smartphone,BrandA,43,Lyon,France,direct,mobile,Windows,Safari
1/3/2024 19:00,user_17,session_67,cart,prod_7,cat_2,appliances.kitchen,BrandB,48.5,Marseille,France,email,desktop,macOS,Edge
1/3/2024 20:00,user_18,session_68,purchase,prod_8,cat_3,clothing.men,BrandC,54,Toulouse,France,google,tablet,iOS,Chrome
1/3/2024 21:00,user_19,session_69,view,prod_9,cat_4,electronics.smartphone,BrandA,59.5,Nice,France,facebook,mobile,Android,Firefox
1/3/2024 22:00,user_20,session_70,cart,prod_10,cat_0,appliances.kitchen,BrandB,65,Paris,France,direct,desktop,Windows,Safari
1/3/2024 23:00,user_21,session_71,purchase,prod_11,cat_1,clothing.men,BrandC,70.5,Lyon,France,email,tablet,macOS,Edge
1/4/2024 0:00,user_22,session_72,view,prod_12,cat_2,electronics.smartphone,BrandA,76,Marseille,France,google,mobile,iOS,Chrome
1/4/2024 1:00,user_23,session_73,cart,prod_13,cat_3,appliances.kitchen,BrandB,81.5,Toulouse,France,facebook,desktop,Android,Firefox
1/4/2024 2:00,user_24,session_74,purchase,prod_14,cat_4,clothing.men,BrandC,87,Nice,France,direct,tablet,Windows,Safari
1/4/2024 3:00,user_25,session_75,view,prod_15,cat_0,electronics.smartphone,BrandA,92.5,Paris,France,email,mobile,macOS,Edge
1/4/2024 4:00,user_26,session_76,cart,prod_16,cat_1,appliances.kitchen,BrandB,98,Lyon,France,google,desktop,iOS,Chrome
1/4/2024 5:00,user_27,session_77,purchase,prod_17,cat_2,clothing.men,BrandC,103.5,Marseille,France,facebook,tablet,Android,Firefox
1/4/2024 6:00,user_28,session_78,view,prod_18,cat_3,electronics.smartphone,BrandA,109,Toulouse,France,direct,mobile,Windows,Safari
1/4/2024 7:00,user_29,session_79,cart,prod_19,cat_4,appliances.kitchen,BrandB,114.5,Nice,France,email,desktop,macOS,Edge
1/4/2024 8:00,user_30,session_80,purchase,prod_0,cat_0,clothing.men,BrandC,10,Paris,France,google,tablet,iOS,Chrome
1/4/2024 9:00,user_31,session_81,view,prod_1,cat_1,electronics.smartphone,BrandA,15.5,Lyon,France,facebook,mobile,Android,Firefox
1/4/2024 10:00,user_32,session_82,cart,prod_2,cat_2,appliances.kitchen,BrandB,21,Marseille,France,direct,desktop,Windows,Safari
1/4/2024 11:00,user_33,session_83,purchase,prod_3,cat_3,clothing.men,BrandC,26.5,Toulouse,France,email,tablet,macOS,Edge
1/4/2024 12:00,user_34,session_84,view,prod_4,cat_4,electronics.smartphone,BrandA,32,Nice,France,google,mobile,iOS,Chrome
1/4/2024 13:00,user_35,session_85,cart,prod_5,cat_0,appliances.kitchen,BrandB,37.5,Paris,France,facebook,desktop,Android,Firefox
1/4/2024 14:00,user_36,session_86,purchase,prod_6,cat_1,clothing.men,BrandC,43,Lyon,France,direct,tablet,Windows,Safari
1/4/2024 15:00,user_37,session_87,view,prod_7,cat_2,electronics.smartphone,BrandA,48.5,Marseille,France,email,mobile,macOS,Edge
1/4/2024 16:00,user_38,session_88,cart,prod_8,cat_3,appliances.kitchen,BrandB,54,Toulouse,France,google,desktop,iOS,Chrome
1/4/2024 17:00,user_39,session_89,purchase,prod_9,cat_4,clothing.men,BrandC,59.5,Nice,France,facebook,tablet,Android,Firefox
1/4/2024 18:00,user_40,session_90,view,prod_10,cat_0,electronics.smartphone,BrandA,65,Paris,France,direct,mobile,Windows,Safari
1/4/2024 19:00,user_41,session_91,cart,prod_11,cat_1,appliances.kitchen,BrandB,70.5,Lyon,France,email,desktop,macOS,Edge
1/4/2024 20:00,user_42,session_92,purchase,prod_12,cat_2,clothing.men,BrandC,76,Marseille,France,google,tablet,iOS,Chrome
1/4/2024 21:00,user_43,session_93,view,prod_13,cat_3,electronics.smartphone,BrandA,81.5,Toulouse,France,facebook,mobile,Android,Firefox
1/4/2024 22:00,user_44,session_94,cart,prod_14,cat_4,appliances.kitchen,BrandB,87,Nice,France,direct,desktop,Windows,Safari
1/4/2024 23:00,user_45,session_95,purchase,prod_15,cat_0,clothing.men,BrandC,92.5,Paris,France,email,tablet,macOS,Edge
1/5/2024 0:00,user_46,session_96,view,prod_16,cat_1,electronics.smartphone,BrandA,98,Lyon,France,google,mobile,iOS,Chrome
1/5/2024 1:00,user_47,session_97,cart,prod_17,cat_2,appliances.kitchen,BrandB,103.5,Marseille,France,facebook,desktop,Android,Firefox
1/5/2024 2:00,user_48,session_98,purchase,prod_18,cat_3,clothing.men,BrandC,109,Toulouse,France,direct,tablet,Windows,Safari
1/5/2024 3:00,user_49,session_99,view,prod_19,cat_4,electronics.smartphone,BrandA,114.5,Nice,France,email,mobile,macOS,Edge
1/5/2024 4:00,user_0,session_0,cart,prod_0,cat_0,appliances.kitchen,BrandB,10,Paris,France,google,desktop,iOS,Chrome
1/5/2024 5:00,user_1,session_1,purchase,prod_1,cat_1,clothing.men,BrandC,15.5,Lyon,France,facebook,tablet,Android,Firefox
1/5/2024 6:00,user_2,session_2,view,prod_2,cat_2,electronics.smartphone,BrandA,21,Marseille,France,direct,mobile,Windows,Safari
1/5/2024 7:00,user_3,session_3,cart,prod_3,cat_3,appliances.kitchen,BrandB,26.5,Toulouse,France,email,desktop,macOS,Edge
1/5/2024 8:00,user_4,session_4,purchase,prod_4,cat_4,clothing.men,BrandC,32,Nice,France,google,tablet,iOS,Chrome
1/5/2024 9:00,user_5,session_5,view,prod_5,cat_0,electronics.smartphone,BrandA,37.5,Paris,France,facebook,mobile,Android,Firefox
1/5/2024 10:00,user_6,session_6,cart,prod_6,cat_1,appliances.kitchen,BrandB,43,Lyon,France,direct,desktop,Windows,Safari
1/5/2024 11:00,user_7,session_7,purchase,prod_7,cat_2,clothing.men,BrandC,48.5,Marseille,France,email,tablet,macOS,Edge
1/5/2024 12:00,user_8,session_8,view,prod_8,cat_3,electronics.smartphone,BrandA,54,Toulouse,France,google,mobile,iOS,Chrome
1/5/2024 13:00,user_9,session_9,cart,prod_9,cat_4,appliances.kitchen,BrandB,59.5,Nice,France,facebook,desktop,Android,Firefox
1/5/2024 14:00,user_10,session_10,purchase,prod_10,cat_0,clothing.men,BrandC,65,Paris,France,direct,tablet,Windows,Safari
1/5/2024 15:00,user_11,session_11,view,prod_11,cat_1,electronics.smartphone,BrandA,70.5,Lyon,France,email,mobile,macOS,Edge
1/5/2024 16:00,user_12,session_12,cart,prod_12,cat_2,appliances.kitchen,BrandB,76,Marseille,France,google,desktop,iOS,Chrome
1/5/2024 17:00,user_13,session_13,purchase,prod_13,cat_3,clothing.men,BrandC,81.5,Toulouse,France,facebook,tablet,Android,Firefox
1/5/2024 18:00,user_14,session_14,view,prod_14,cat_4,electronics.smartphone,BrandA,87,Nice,France,direct,mobile,Windows,Safari
1/5/2024 19:00,user_15,session_15,cart,prod_15,cat_0,appliances.kitchen,BrandB,92.5,Paris,France,email,desktop,macOS,Edge
1/5/2024 20:00,user_16,session_16,purchase,prod_16,cat_1,clothing.men,BrandC,98,Lyon,France,google,tablet,iOS,Chrome
1/5/2024 21:00,user_17,session_17,view,prod_17,cat_2,electronics.smartphone,BrandA,103.5,Marseille,France,facebook,mobile,Android,Firefox
1/5/2024 22:00,user_18,session_18,cart,prod_18,cat_3,appliances.kitchen,BrandB,109,Toulouse,France,direct,desktop,Windows,Safari
1/5/2024 23:00,user_19,session_19,purchase,prod_19,cat_4,clothing.men,BrandC,114.5,Nice,France,email,tablet,macOS,Edge
1/6/2024 0:00,user_20,session_20,view,prod_0,cat_0,electronics.smartphone,BrandA,10,Paris,France,google,mobile,iOS,Chrome
1/6/2024 1:00,user_21,session_21,cart,prod_1,cat_1,appliances.kitchen,BrandB,15.5,Lyon,France,facebook,desktop,Android,Firefox
1/6/2024 2:00,user_22,session_22,purchase,prod_2,cat_2,clothing.men,BrandC,21,Marseille,France,direct,tablet,Windows,Safari
1/6/2024 3:00,user_23,session_23,view,prod_3,cat_3,electronics.smartphone,BrandA,26.5,Toulouse,France,email,mobile,macOS,Edge
1/6/2024 4:00,user_24,session_24,cart,prod_4,cat_4,appliances.kitchen,BrandB,32,Nice,France,google,desktop,iOS,Chrome
1/6/2024 5:00,user_25,session_25,purchase,prod_5,cat_0,clothing.men,BrandC,37.5,Paris,France,facebook,tablet,Android,Firefox
1/6/2024 6:00,user_26,session_26,view,prod_6,cat_1,electronics.smartphone,BrandA,43,Lyon,France,direct,mobile,Windows,Safari
1/6/2024 7:00,user_27,session_27,cart,prod_7,cat_2,appliances.kitchen,BrandB,48.5,Marseille,France,email,desktop,macOS,Edge
1/6/2024 8:00,user_28,session_28,purchase,prod_8,cat_3,clothing.men,BrandC,54,Toulouse,France,google,tablet,iOS,Chrome
1/6/2024 9:00,user_29,session_29,view,prod_9,cat_4,electronics.smartphone,BrandA,59.5,Nice,France,facebook,mobile,Android,Firefox
1/6/2024 10:00,user_30,session_30,cart,prod_10,cat_0,appliances.kitchen,BrandB,65,Paris,France,direct,desktop,Windows,Safari
1/6/2024 11:00,user_31,session_31,purchase,prod_11,cat_1,clothing.men,BrandC,70.5,Lyon,France,email,tablet,macOS,Edge
1/6/2024 12:00,user_32,session_32,view,prod_12,cat_2,electronics.smartphone,BrandA,76,Marseille,France,google,mobile,iOS,Chrome
1/6/2024 13:00,user_33,session_33,cart,prod_13,cat_3,appliances.kitchen,BrandB,81.5,Toulouse,France,facebook,desktop,Android,Firefox
1/6/2024 14:00,user_34,session_34,purchase,prod_14,cat_4,clothing.men,BrandC,87,Nice,France,direct,tablet,Windows,Safari
1/6/2024 15:00,user_35,session_35,view,prod_15,cat_0,electronics.smartphone,BrandA,92.5,Paris,France,email,mobile,macOS,Edge
1/6/2024 16:00,user_36,session_36,cart,prod_16,cat_1,appliances.kitchen,BrandB,98,Lyon,France,google,desktop,iOS,Chrome
1/6/2024 17:00,user_37,session_37,purchase,prod_17,cat_2,clothing.men,BrandC,103.5,Marseille,France,facebook,tablet,Android,Firefox
1/6/2024 18:00,user_38,session_38,view,prod_18,cat_3,electronics.smartphone,BrandA,109,Toulouse,France,direct,mobile,Windows,Safari
1/6/2024 19:00,user_39,session_39,cart,prod_19,cat_4,appliances.kitchen,BrandB,114.5,Nice,France,email,desktop,macOS,Edge
1/6/2024 20:00,user_40,session_40,purchase,prod_0,cat_0,clothing.men,BrandC,10,Paris,France,google,tablet,iOS,Chrome
1/6/2024 21:00,user_41,session_41,view,prod_1,cat_1,electronics.smartphone,BrandA,15.5,Lyon,France,facebook,mobile,Android,Firefox
1/6/2024 22:00,user_42,session_42,cart,prod_2,cat_2,appliances.kitchen,BrandB,21,Marseille,France,direct,desktop,Windows,Safari
1/6/2024 23:00,user_43,session_43,purchase,prod_3,cat_3,clothing.men,BrandC,26.5,Toulouse,France,email,tablet,macOS,Edge
1/7/2024 0:00,user_44,session_44,view,prod_4,cat_4,electronics.smartphone,BrandA,32,Nice,France,google,mobile,iOS,Chrome
1/7/2024 1:00,user_45,session_45,cart,prod_5,cat_0,appliances.kitchen,BrandB,37.5,Paris,France,facebook,desktop,Android,Firefox
1/7/2024 2:00,user_46,session_46,purchase,prod_6,cat_1,clothing.men,BrandC,43,Lyon,France,direct,tablet,Windows,Safari
1/7/2024 3:00,user_47,session_47,view,prod_7,cat_2,electronics.smartphone,BrandA,48.5,Marseille,France,email,mobile,macOS,Edge
1/7/2024 4:00,user_48,session_48,cart,prod_8,cat_3,appliances.kitchen,BrandB,54,Toulouse,France,google,desktop,iOS,Chrome
1/7/2024 5:00,user_49,session_49,purchase,prod_9,cat_4,clothing.men,BrandC,59.5,Nice,France,facebook,tablet,Android,Firefox
1/7/2024 6:00,user_0,session_50,view,prod_10,cat_0,electronics.smartphone,BrandA,65,Paris,France,direct,mobile,Windows,Safari
1/7/2024 7:00,user_1,session_51,cart,prod_11,cat_1,appliances.kitchen,BrandB,70.5,Lyon,France,email,desktop,macOS,Edge
1/7/2024 8:00,user_2,session_52,purchase,prod_12,cat_2,clothing.men,BrandC,76,Marseille,France,google,tablet,iOS,Chrome
1/7/2024 9:00,user_3,session_53,view,prod_13,cat_3,electronics.smartphone,BrandA,81.5,Toulouse,France,facebook,mobile,Android,Firefox
1/7/2024 10:00,user_4,session_54,cart,prod_14,cat_4,appliances.kitchen,BrandB,87,Nice,France,direct,desktop,Windows,Safari
1/7/2024 11:00,user_5,session_55,purchase,prod_15,cat_0,clothing.men,BrandC,92.5,Paris,France,email,tablet,macOS,Edge
1/7/2024 12:00,user_6,session_56,view,prod_16,cat_1,electronics.smartphone,BrandA,98,Lyon,France,google,mobile,iOS,Chrome
1/7/2024 13:00,user_7,session_57,cart,prod_17,cat_2,appliances.kitchen,BrandB,103.5,Marseille,France,facebook,desktop,Android,Firefox
1/7/2024 14:00,user_8,session_58,purchase,prod_18,cat_3,clothing.men,BrandC,109,Toulouse,France,direct,tablet,Windows,Safari
1/7/2024 15:00,user_9,session_59,view,prod_19,cat_4,electronics.smartphone,BrandA,114.5,Nice,France,email,mobile,macOS,Edge
1/7/2024 16:00,user_10,session_60,cart,prod_0,cat_0,appliances.kitchen,BrandB,10,Paris,France,google,desktop,iOS,Chrome
1/7/2024 17:00,user_11,session_61,purchase,prod_1,cat_1,clothing.men,BrandC,15.5,Lyon,France,facebook,tablet,Android,Firefox
1/7/2024 18:00,user_12,session_62,view,prod_2,cat_2,electronics.smartphone,BrandA,21,Marseille,France,direct,mobile,Windows,Safari
1/7/2024 19:00,user_13,session_63,cart,prod_3,cat_3,appliances.kitchen,BrandB,26.5,Toulouse,France,email,desktop,macOS,Edge
1/7/2024 20:00,user_14,session_64,purchase,prod_4,cat_4,clothing.men,BrandC,32,Nice,France,google,tablet,iOS,Chrome
1/7/2024 21:00,user_15,session_65,view,prod_5,cat_0,electronics.smartphone,BrandA,37.5,Paris,France,facebook,mobile,Android,Firefox
1/7/2024 22:00,user_16,session_66,cart,prod_6,cat_1,appliances.kitchen,BrandB,43,Lyon,France,direct,desktop,Windows,Safari
1/7/2024 23:00,user_17,session_67,purchase,prod_7,cat_2,clothing.men,BrandC,48.5,Marseille,France,email,tablet,macOS,Edge
1/8/2024 0:00,user_18,session_68,view,prod_8,cat_3,electronics.smartphone,BrandA,54,Toulouse,France,google,mobile,iOS,Chrome
1/8/2024 1:00,user_19,session_69,cart,prod_9,cat_4,appliances.kitchen,BrandB,59.5,Nice,France,facebook,desktop,Android,Firefox
1/8/2024 2:00,user_20,session_70,purchase,prod_10,cat_0,clothing.men,BrandC,65,Paris,France,direct,tablet,Windows,Safari
1/8/2024 3:00,user_21,session_71,view,prod_11,cat_1,electronics.smartphone,BrandA,70.5,Lyon,France,email,mobile,macOS,Edge
1/8/2024 4:00,user_22,session_72,cart,prod_12,cat_2,appliances.kitchen,BrandB,76,Marseille,France,google,desktop,iOS,Chrome
1/8/2024 5:00,user_23,session_73,purchase,prod_13,cat_3,clothing.men,BrandC,81.5,Toulouse,France,facebook,tablet,Android,Firefox
1/8/2024 6:00,user_24,session_74,view,prod_14,cat_4,electronics.smartphone,BrandA,87,Nice,France,direct,mobile,Windows,Safari
1/8/2024 7:00,user_25,session_75,cart,prod_15,cat_0,appliances.kitchen,BrandB,92.5,Paris,France,email,desktop,macOS,Edge
1/8/2024 8:00,user_26,session_76,purchase,prod_16,cat_1,clothing.men,BrandC,98,Lyon,France,google,tablet,iOS,Chrome
1/8/2024 9:00,user_27,session_77,view,prod_17,cat_2,electronics.smartphone,BrandA,103.5,Marseille,France,facebook,mobile,Android,Firefox
1/8/2024 10:00,user_28,session_78,cart,prod_18,cat_3,appliances.kitchen,BrandB,109,Toulouse,France,direct,desktop,Windows,Safari
1/8/2024 11:00,user_29,session_79,purchase,prod_19,cat_4,clothing.men,BrandC,114.5,Nice,France,email,tablet,macOS,Edge
1/8/2024 12:00,user_30,session_80,view,prod_0,cat_0,electronics.smartphone,BrandA,10,Paris,France,google,mobile,iOS,Chrome
1/8/2024 13:00,user_31,session_81,cart,prod_1,cat_1,appliances.kitchen,BrandB,15.5,Lyon,France,facebook,desktop,Android,Firefox
1/8/2024 14:00,user_32,session_82,purchase,prod_2,cat_2,clothing.men,BrandC,21,Marseille,France,direct,tablet,Windows,Safari
1/8/2024 15:00,user_33,session_83,view,prod_3,cat_3,electronics.smartphone,BrandA,26.5,Toulouse,France,email,mobile,macOS,Edge
1/8/2024 16:00,user_34,session_84,cart,prod_4,cat_4,appliances.kitchen,BrandB,32,Nice,France,google,desktop,iOS,Chrome
1/8/2024 17:00,user_35,session_85,purchase,prod_5,cat_0,clothing.men,BrandC,37.5,Paris,France,facebook,tablet,Android,Firefox
1/8/2024 18:00,user_36,session_86,view,prod_6,cat_1,electronics.smartphone,BrandA,43,Lyon,France,direct,mobile,Windows,Safari
1/8/2024 19:00,user_37,session_87,cart,prod_7,cat_2,appliances.kitchen,BrandB,48.5,Marseille,France,email,desktop,macOS,Edge
1/8/2024 20:00,user_38,session_88,purchase,prod_8,cat_3,clothing.men,BrandC,54,Toulouse,France,google,tablet,iOS,Chrome
1/8/2024 21:00,user_39,session_89,view,prod_9,cat_4,electronics.smartphone,BrandA,59.5,Nice,France,facebook,mobile,Android,Firefox
1/8/2024 22:00,user_40,session_90,cart,prod_10,cat_0,appliances.kitchen,BrandB,65,Paris,France,direct,desktop,Windows,Safari
1/8/2024 23:00,user_41,session_91,purchase,prod_11,cat_1,clothing.men,BrandC,70.5,Lyon,France,email,tablet,macOS,Edge
1/9/2024 0:00,user_42,session_92,view,prod_12,cat_2,electronics.smartphone,BrandA,76,Marseille,France,google,mobile,iOS,Chrome
1/9/2024 1:00,user_43,session_93,cart,prod_13,cat_3,appliances.kitchen,BrandB,81.5,Toulouse,France,facebook,desktop,Android,Firefox
1/9/2024 2:00,user_44,session_94,purchase,prod_14,cat_4,clothing.men,BrandC,87,Nice,France,direct,tablet,Windows,Safari
1/9/2024 3:00,user_45,session_95,view,prod_15,cat_0,electronics.smartphone,BrandA,92.5,Paris,France,email,mobile,macOS,Edge
1/9/2024 4:00,user_46,session_96,cart,prod_16,cat_1,appliances.kitchen,BrandB,98,Lyon,France,google,desktop,iOS,Chrome
1/9/2024 5:00,user_47,session_97,purchase,prod_17,cat_2,clothing.men,BrandC,103.5,Marseille,France,facebook,tablet,Android,Firefox
1/9/2024 6:00,user_48,session_98,view,prod_18,cat_3,electronics.smartphone,BrandA,109,Toulouse,France,direct,mobile,Windows,Safari
